P 22 0.0844
P 4169 3.7225
P 191 0.0487
P 61 54.9267
P 612 21.2585
P 2543 2.7648
P 6335 8.4354
P 4250 3.6546
P 1716 7.5024
P 91 0.0988
P 4156 616.0349
P 1899 600.0663
P 3181 554.5325
K 4428 8.8342
K 3544 10.4424
K 1646 0.0215
K 1 0.0109
K 7773 0.0147
K 1287 0.0144
K 70 0.1135
K 431 0.0121
K 9817 0.0131
K 41 0.0176
P 9414 608.2648
P 8799 622.5091
K 5954 0.056
P 6198 628.1427
P 642 0.0991
K 1966 0.3639
K 787 0.0296
K 8875 0.0659
P 9764 621.968
K 2871 0.0435
K 8603 0.0903
P 1604 629.808
P 8265 629.8906
P 8875 630.4344
K 674 0.0306
K 3894 0.0129
K 5127 0.0115
P 4576 0.0056
P 36 0.007
K 1 0.1277
P 7069 575.1031
K 6678 0.0425
P 6837 574.4726
K 9057 0.0476
P 9511 574.4961
P 922 574.7811
K 2569 0.0116
P 4691 0.007
K 7157 0.014
P 6687 574.6512
P 5828 571.3348
P 1994 569.4365
P 2096 568.9567
K 1381 0.075
P 1904 569.9508
P 7477 574.6397
K 2310 0.0721
K 1943 0.0527
K 7811 0.0717
P 1821 571.4424
K 468 0.067
K 9247 0.0562
K 6774 86.8838
P 493 566.4552
P 7979 0.0086
K 7513 0.012
K 6479 0.0246
K 4229 0.0317
P 7632 666.2794
P 2176 636.9987
P 3381 666.0375
P 1511 617.4073
K 2931 0.0121
P 4733 0.0065
P 8263 562.7417
K 7377 0.011
K 3726 0.0411
P 970 0.0075
K 4508 0.0194
P 220 0.0242
K 9170 0.0113
P 4553 0.0069
P 593 0.007
P 2126 666.4713
K 5547 0.2536
P 2602 578.3308
P 4757 562.5114
P 7592 576.5129
P 750 575.9893
P 8182 562.4124
P 4952 576.3345
P 868 575.8149
K 1744 0.8456
K 8514 0.0068
K 8429 0.0365
K 3954 0.0278
P 1970 558.3429
P 194 557.6917
K 804 0.0114
P 1421 557.23
K 4737 0.0327
P 6480 554.997
K 9456 0.0127
P 6201 556.2533
P 2072 554.7628
P 4703 0.005
P 4176 0.008
K 3951 0.0246
P 237 553.4489
K 3838 0.0241
K 8378 0.1385
K 307 0.0526
P 2319 0.0044
K 2107 0.0198
K 2641 0.025
P 7547 551.2766
P 2892 547.1098
K 2901 0.0256
K 5911 0.0211
P 744 546.6262
K 6637 0.0346
P 4811 546.0471
K 5140 0.017
P 2625 0.0082
P 706 0.0068
P 6888 546.1791
P 2307 545.9687
K 6850 0.0108
P 2529 545.5027
K 4256 0.1123
P 274 537.6282
P 367 544.9172
P 431 537.4319
P 2323 543.1619
P 632 535.4253
K 8065 0.0765
P 341 523.3791
P 1363 523.4556
P 2119 0.0062
P 1869 0.0084
K 3139 0.0448
P 3962 520.8085
P 1466 0.006
K 4245 0.023
P 4965 518.3474
K 5423 0.0449
K 3303 0.0146
P 6370 508.116
K 9142 0.0166
K 8665 0.0091
P 2306 507.1084
P 300 507.1661
P 9469 507.0747
K 4589 0.0063
P 5424 506.7908
P 7541 0.0074
K 1760 0.0294
P 2344 506.7814
P 5759 0.0057
K 6161 0.0464
K 119 0.0225
K 7439 0.0344
P 229 506.4955
P 755 506.4601
K 5900 0.0171
P 5671 506.4915
P 6365 0.0069
K 55 0.0158
K 3562 0.0091
P 4273 0.0037
K 2190 0.0393
P 2268 506.7695
K 5735 0.0087
P 1505 506.4912
K 7980 0.0164
P 764 511.5631
P 9336 0.0058
K 6322 0.0126
P 4133 0.0058
K 36 0.034
K 7156 0.0872
K 4063 0.0102
P 6421 498.5867
P 5200 498.591
K 2116 0.0094
K 4881 0.0085
P 746 0.007
P 7791 498.8516
K 4477 0.0197
K 7056 0.0142
P 1239 498.8164
P 1415 0.0058
P 1035 498.4172
P 2256 0.0054
P 8301 498.4349
K 9682 0.0138
P 4787 0.0077
P 1665 497.8269
K 572 0.0158
P 1433 495.9505
K 8462 0.0167
P 4238 477.6227
P 236 0.0073
P 1514 0.0073
K 4864 0.0233
P 9118 0.0062
K 6376 0.0088
P 757 0.0058
P 353 477.3775
P 6597 0.0057
K 9026 0.0196
K 9139 0.0176
P 5639 0.0077
P 2349 0.0052
P 9386 476.02
P 4134 0.0045
K 9024 0.0495
P 4019 467.0538
P 410 466.7461
K 2011 0.0298
K 9296 0.0376
K 8947 0.0178
P 7861 465.9482
P 7576 447.2066
K 5491 0.0122
P 1509 447.3335
P 3686 447.1571
K 9976 0.018
P 7154 0.0058
P 2210 0.0064
P 4113 0.0062
P 698 0.0077
K 6200 0.0096
K 1576 0.0126
P 6546 0.0077
K 2655 0.0159
K 920 0.0173
P 965 447.8793
K 3673 0.0104
K 3500 0.0125
P 6632 0.0068
P 4088 0.0058
K 7169 0.0148
K 1849 0.008
K 3480 0.0119
P 1723 0.0058
P 105 0.0088
K 6162 0.0113
P 9374 448.4106
K 3895 0.0135
P 5096 0.0073
K 3794 0.0142
P 244 448.2539
P 8449 448.3076
P 4564 0.0035
P 2219 0.006
K 9752 0.0491
P 3606 448.4162
P 669 448.4922
P 1064 0.0083
K 8499 0.0454
P 1968 448.3755
K 1847 0.0256
P 4253 0.0084
K 784 0.0129
P 2976 0.0056
K 4067 0.0352
P 2810 448.2903
P 3437 448.3117
K 4269 0.0195
K 4603 0.0189
P 9188 448.2054
K 4563 0.0169
P 1265 447.8888
K 5811 0.0119
P 4559 0.0048
P 3128 0.0058
K 6459 0.0157
P 5286 448.5773
P 2804 448.4562
P 6572 447.9854
K 3183 0.0187
