P 20842 0.0735
K 32034 0.0986
K 7035 0.0566
P 5871 0.081
K 11701 0.0561
P 52816 27.3109
P 58954 0.0847
K 87012 0.0446
P 40264 3.043
P 61801 1137.7213
P 87230 490.1602
K 46257 504.6208
K 49012 12.393
K 50071 0.0438
K 29955 0.0327
P 95591 500.9891
P 71176 0.0474
K 28621 1.1007
P 90305 1149.6359
K 53931 504.3583
K 80071 504.1637
P 58036 0.2305
K 31502 0.4232
K 77973 504.4003
P 51144 1146.2067
P 37393 1141.7137
K 94346 0.4691
K 48848 504.8177
P 63542 0.2046
K 40451 0.1775
P 36096 1141.1919
P 94371 0.0516
K 49500 0.5645
K 43948 1.1008
P 59702 1141.3906
K 78831 0.669
P 58529 1137.3827
K 60261 504.8339
P 62288 1137.1911
K 79863 0.0271
K 20499 504.7332
P 26298 1137.0806
K 57283 0.029
P 60512 0.0432
P 99415 1158.5967
P 69406 0.8004
P 18144 0.0402
K 75449 505.0602
P 15004 1116.7
K 20798 504.7541
K 39 503.7121
K 56335 0.0319
P 90234 1116.1196
K 86793 0.0256
K 31599 504.6097
P 48757 1116.2644
P 88059 1116.1963
P 26123 1116.9918
P 21586 1116.2857
K 88595 0.0418
K 85980 503.6803
P 92660 1116.3494
P 51109 1116.4785
K 98186 505.114
P 52488 1116.4051
K 80907 504.2751
P 70953 1116.4868
K 35376 503.7387
P 67583 1116.432
K 90323 0.9756
K 13591 0.0256
P 18677 0.0284
P 35310 0.0415
P 61416 0.0422
K 66940 0.0276
P 42613 0.0232
K 1957 0.0449
P 34498 0.031
K 6044 0.0415
K 4205 503.9975
P 1935 1116.6809
K 41135 0.4919
K 87470 1.4051
P 25305 1117.645
K 53368 0.0255
P 80310 1.6161
P 65799 0.7862
K 43049 507.2162
K 58418 0.4943
P 96374 1.2382
P 73401 0.4281
P 76856 0.024
K 69887 504.916
K 67047 505.3291
K 17102 0.024
K 44945 0.0862
K 72621 0.6251
P 79385 0.68
K 60571 0.9419
P 94118 0.4414
K 22980 504.5654
P 71606 0.0445
P 30076 1104.9835
K 62281 504.5309
K 1558 0.028
K 70714 0.0441
K 32088 0.0209
K 69188 0.0204
P 9978 0.0349
P 90193 0.0566
P 13511 1063.1101
P 46991 1106.8855
P 20927 0.03
K 76266 0.9183
K 50021 0.0364
P 79702 1.9416
P 88075 0.0389
K 94953 0.4669
K 95360 0.3493
P 75235 1108.8856
K 67742 505.3591
P 1405 1109.1132
K 6347 0.3488
K 10094 505.1188
P 22057 1109.5148
P 39873 0.3355
K 57134 0.0202
P 11093 1109.8845
P 29242 1110.8548
K 41276 0.3883
P 75246 0.0298
K 42004 0.0207
P 17826 0.0266
P 37908 0.0279
K 91681 0.0608
P 74269 1062.7733
K 65250 505.7397
P 84919 1.3863
K 42579 0.513
K 57103 504.1683
P 97598 1062.2738
K 62027 0.2605
P 69453 0.0347
P 70096 0.3134
K 11523 0.0291
K 28442 0.0236
K 63386 503.6138
P 3235 0.0608
P 63124 1049.3588
K 17511 0.0364
