naive 15 7 14819.3986
naive 15 14 15840.4998
naive 15 4 16080.3504
naive 15 11 16106.8218
naive 15 2 16319.2143
naive 15 5 16389.1944
naive 15 13 16422.2444
naive 15 1 16900.9516
naive 15 10 16969.7524
naive 15 3 17715.7693
naive 15 0 17771.1691
naive 15 6 17819.6238
naive 15 8 18849.5308
naive 15 12 20421.9915
naive 15 9 20776.181
naive 15 4 10489.9905
naive 15 3 13110.0627
naive 15 7 15994.6334
naive 15 6 14328.5687
naive 15 11 16200.3324
naive 15 5 16069.7741
naive 15 10 16073.1746
naive 15 2 18929.6553
naive 15 13 19634.2272
naive 15 1 21493.2743
naive 15 0 21165.3949
naive 15 14 23527.1826
naive 15 12 19437.6806
naive 15 9 20676.1185
naive 15 8 23001.9639
naive 15 4 18611.9588
naive 15 7 21818.6551
naive 15 6 21475.8504
naive 15 11 21586.6038
naive 15 13 17858.7316
naive 15 3 23267.7932
naive 15 5 21984.0249
naive 15 10 22513.9845
naive 15 1 18893.6692
naive 15 2 22280.7862
naive 15 12 18953.9062
naive 15 0 20524.6664
naive 15 14 20925.7237
naive 15 9 19448.8781
naive 15 8 19357.3815
naive 15 4 16242.0831
naive 15 7 16497.3519
naive 15 5 18553.2379
naive 15 3 19659.6708
naive 15 1 17164.1017
naive 15 13 21592.227
naive 15 6 22131.034
naive 15 11 22026.7938
naive 15 2 19735.9268
naive 15 10 22479.9192
asym 15 10 12280.1248
asym 15 8 12541.1408
asym 15 6 12607.3511
asym 15 4 13574.7524
asym 15 13 13559.5017
asym 15 3 14220.6713
asym 15 14 14220.6949
asym 15 5 14243.6947
asym 15 1 14339.9099
asym 15 2 14406.0434
asym 15 9 14708.1126
asym 15 0 15098.7224
asym 15 7 15848.2216
asym 15 11 16303.7742
asym 15 12 17088.3105
asym 15 10 9983.178
asym 15 14 13188.7692
asym 15 1 13199.7926
asym 15 3 13476.6964
asym 15 6 15423.5486
asym 15 13 15062.3992
asym 15 8 16185.782
asym 15 11 12433.6966
asym 15 7 13215.4667
asym 15 9 14435.2581
asym 15 4 16161.035
asym 15 0 14836.4818
asym 15 5 16383.971
asym 15 2 16559.7052
asym 15 12 16652.9234
asym 15 10 17699.6335
asym 15 14 12729.8954
asym 15 13 11914.0916
asym 15 3 13680.5109
asym 15 1 14123.3095
asym 15 6 13745.4413
asym 15 8 13136.0432
asym 15 11 13602.5749
asym 15 2 11717.5915
asym 15 7 14602.2278
asym 15 9 15290.8255
asym 15 4 15122.3007
asym 15 5 14565.0892
asym 15 0 15422.1336
asym 15 12 12212.4777
asym 15 14 11883.0579
asym 15 10 12091.4344
asym 15 13 11718.5922
asym 15 8 10955.2917
asym 15 2 12245.8018
asym 15 3 13818.5603
asym 15 1 15310.6749
asym 15 9 12838.8022
asym 15 11 15493.996
asym 15 6 16785.6233
asym 15 4 13854.2899
asym 15 0 14050.4866
asym 15 7 16710.3584
asym 15 12 14920.0617
asym 15 5 16116.6633
asym 15 14 10629.5522
asym 15 8 14322.6845
asym 15 10 16029.4067
asym 15 13 16245.1262
asym 15 4 11024.8006
asym 15 3 15465.0921
asym 15 2 16351.3959
asym 15 9 15398.6991
asym 15 6 14553.0645
asym 15 5 12687.7902
asym 15 11 16638.8329
asym 15 12 14041.1723
asym 15 7 15147.1888
asym 15 0 16294.5369
asym 15 1 19421.226
asym 15 14 14145.9157
asym 15 8 13206.7085
asym 15 10 13563.6952
asym 15 13 14609.7676
asym 15 4 14084.6225
asym 15 2 13624.5475
asym 15 3 14631.367
asym 15 5 11292.6862
asym 15 7 12614.6482
asym 15 6 15869.7293
asym 15 11 14572.6074
asym 15 9 16414.4086
asym 15 14 12847.0571
asym 15 12 15409.9674
asym 15 0 15918.0692
asym 15 1 17188.2044
asym 15 8 14801.7693
asym 15 13 12883.7469
asym 15 4 13377.4937
asym 15 3 12633.263
asym 15 10 18062.3854
asym 15 6 11065.5278
asym 15 5 15311.2651
asym 15 2 15982.9036
asym 15 12 12252.0274
asym 15 14 13143.0156
asym 15 7 15690.3144
asym 15 11 15160.7697
asym 15 9 16532.5932
asym 15 0 14963.5674
asym 15 13 12012.7916
asym 15 1 15498.837
asym 15 4 12534.697
asym 15 3 14840.2415
asym 15 8 18808.5342
asym 15 10 14147.1521
arbiter 15 5 18019.782
arbiter 15 11 18286.7784
arbiter 15 0 18448.5134
arbiter 15 9 18926.9414
arbiter 15 12 19551.0925
arbiter 15 4 19616.9512
arbiter 15 2 19702.6032
arbiter 15 8 20081.8891
arbiter 15 7 20473.6574
arbiter 15 1 20580.4781
arbiter 15 14 20839.475
arbiter 15 10 21030.4376
arbiter 15 6 21249.129
arbiter 15 3 21549.7924
arbiter 15 13 21852.2249
arbiter 15 0 21149.938
arbiter 15 5 22136.2097
arbiter 15 11 22016.9664
arbiter 15 12 21760.9955
arbiter 15 9 22532.6245
arbiter 15 2 22483.0374
arbiter 15 14 21624.3392
arbiter 15 4 23411.6804
arbiter 15 13 22859.0715
arbiter 15 1 24938.7286
arbiter 15 7 25084.3626
arbiter 15 10 24677.4252
arbiter 15 3 24612.3121
arbiter 15 6 25163.9687
arbiter 15 8 28349.6055
arbiter 15 0 23445.81
arbiter 15 11 23361.8624
arbiter 15 14 21846.9464
arbiter 15 5 24268.0269
arbiter 15 12 23523.7578
arbiter 15 9 23711.9444
arbiter 15 1 20387.0551
arbiter 15 13 22052.2283
arbiter 15 2 25679.4302
arbiter 15 4 24947.3892
arbiter 15 10 23109.2793
arbiter 15 7 23307.9256
arbiter 15 6 24339.0964
arbiter 15 8 23322.9913
arbiter 15 3 26952.6056
arbiter 15 14 22281.3185
arbiter 15 11 23616.3128
arbiter 15 13 20655.1352
arbiter 15 5 23223.7589
arbiter 15 12 23199.7682
arbiter 15 0 25145.6303
arbiter 15 9 23760.2844
arbiter 15 10 22073.3815
arbiter 15 4 23788.4082
arbiter 15 3 19063.9655
arbiter 15 1 26350.6504
arbiter 15 2 24503.4865
arbiter 15 7 25766.3052
arbiter 15 6 24540.8523
arbiter 15 8 24353.9792
both 15 11 11674.6657
both 15 7 11910.1008
both 15 1 11748.9474
both 15 13 11773.4847
both 15 3 12629.1336
both 15 2 12671.7362
both 15 8 12789.8798
both 15 0 12877.6891
both 15 10 12866.9758
both 15 14 12946.8088
both 15 12 13071.1141
both 15 9 13481.4275
both 15 6 14066.6755
